OTU	Size	Taxonomy
Otu0179	104	Bacteria(100);Bacteroidota(100);Bacteroidia(100);Bacteroidia_unclassified(100);Bacteroidia_unclassified(100);Bacteroidia_unclassified(100);
Otu0180	102	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(99);Clostridiaceae(99);Clostridiaceae_unclassified(99);
Otu0181	102	Bacteria(100);Actinobacteriota(100);Actinobacteria(100);Micrococcales(100);Microbacteriaceae(100);Curtobacterium(96);
Otu0182	101	Bacteria(100);Bacteroidota(100);Bacteroidia(100);Cytophagales(100);Cytophagales_unclassified(100);Cytophagales_unclassified(100);
Otu0183	101	Bacteria(100);Spirochaetota(100);Spirochaetia(100);Spirochaetales(100);Spirochaetaceae(100);Spirochaetaceae_unclassified(100);
Otu0184	100	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(61);Gammaproteobacteria_unclassified(61);Gammaproteobacteria_unclassified(61);
Otu0185	99	Bacteria(100);Bacteroidota(100);Bacteroidia(100);Sphingobacteriales(100);Sphingobacteriaceae(100);Sphingobacterium(100);
Otu0186	97	Bacteria(100);Bacteria_unclassified(91);Bacteria_unclassified(91);Bacteria_unclassified(91);Bacteria_unclassified(91);Bacteria_unclassified(91);
Otu0187	96	Bacteria(100);Actinobacteriota(100);Actinobacteriota_unclassified(95);Actinobacteriota_unclassified(95);Actinobacteriota_unclassified(95);Actinobacteriota_unclassified(95);
Otu0188	96	Bacteria(100);Bacteroidota(100);Bacteroidia(100);Bacteroidia_unclassified(89);Bacteroidia_unclassified(89);Bacteroidia_unclassified(89);
Otu0189	93	Bacteria(100);Bacteria_unclassified(99);Bacteria_unclassified(99);Bacteria_unclassified(99);Bacteria_unclassified(99);Bacteria_unclassified(99);
Otu0190	93	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0191	93	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(96);Sphingomonadaceae(96);Sphingomonadaceae_unclassified(96);
Otu0192	93	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(98);Rhodanobacteraceae(97);Rhodanobacteraceae_unclassified(52);
Otu0193	92	Bacteria(100);Bacteroidota(100);Bacteroidia(100);Cytophagales(100);Cytophagales_unclassified(100);Cytophagales_unclassified(100);
Otu0194	92	Bacteria(100);Firmicutes(99);Bacilli(99);Paenibacillales(99);Paenibacillaceae(99);Paenibacillus(98);
Otu0195	92	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(98);Pseudomonadaceae(98);Pseudomonas(98);
Otu0196	90	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(99);Sphingomonadaceae(99);Sphingomonadaceae_unclassified(99);
Otu0197	89	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Acetobacterales(100);Acetobacteraceae(100);Acetobacteraceae_unclassified(100);
Otu0198	86	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingomonas(100);
Otu0199	85	Bacteria(100);Actinobacteriota(100);Actinobacteria(100);Micrococcales(100);Micrococcaceae(99);Arthrobacter(84);
Otu0200	84	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(93);Lactobacillus(93);
Otu0201	84	Bacteria(100);Actinobacteriota(100);Actinobacteriota_unclassified(97);Actinobacteriota_unclassified(97);Actinobacteriota_unclassified(97);Actinobacteriota_unclassified(97);
Otu0202	81	Bacteria(100);Bacteroidota(100);Bacteroidia(100);Sphingobacteriales(100);Sphingobacteriaceae(100);Sphingobacteriaceae_unclassified(100);
Otu0203	81	Bacteria(100);Actinobacteriota(100);Actinobacteria(100);Actinobacteria_unclassified(51);Actinobacteria_unclassified(51);Actinobacteria_unclassified(51);
Otu0204	80	Bacteria(100);Bacteroidota(100);Bacteroidia(100);Sphingobacteriales(100);Sphingobacteriaceae(100);Sphingobacteriaceae_unclassified(100);
Otu0205	80	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0206	78	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingomonadaceae_unclassified(59);
Otu0207	77	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);Comamonadaceae_unclassified(88);
Otu0208	75	Bacteria(100);Firmicutes(100);Clostridia(100);Oscillospirales(100);Oscillospirales_unclassified(96);Oscillospirales_unclassified(96);
Otu0209	74	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(95);Rhizobiales_unclassified(95);Rhizobiales_unclassified(95);
Otu0210	74	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(56);Pseudomonadaceae(56);Pseudomonas(56);
Otu0211	72	Bacteria(100);Acidobacteriota(100);Acidobacteriae(100);Solibacterales(100);Solibacteraceae(100);Candidatus_Solibacter(100);
Otu0212	72	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Caulobacterales(100);Caulobacteraceae(100);Caulobacter(99);
Otu0213	71	Bacteria(100);Proteobacteria(91);Proteobacteria_unclassified(74);Proteobacteria_unclassified(74);Proteobacteria_unclassified(74);Proteobacteria_unclassified(74);
Otu0214	69	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingomonas(100);
Otu0215	68	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Acetobacterales(100);Acetobacteraceae(100);Acetobacteraceae_unclassified(100);
Otu0216	67	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Acetobacterales(100);Acetobacteraceae(100);Acetobacteraceae_unclassified(99);
Otu0217	66	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(96);Bacillales_unclassified(73);Bacillales_unclassified(73);
Otu0218	66	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Burkholderiales(100);Burkholderiaceae(94);Burkholderia-Caballeronia-Paraburkholderia(94);
Otu0219	66	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Planococcaceae(100);Lysinibacillus(66);
Otu0220	66	Bacteria(100);Firmicutes(100);Clostridia(99);Lachnospirales(99);Lachnospiraceae(99);Lachnospiraceae_unclassified(99);
Otu0221	66	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillaceae(76);Bacillaceae_unclassified(76);
Otu0222	66	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Novosphingobium(99);
Otu0223	65	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiaceae(100);Clostridiaceae_unclassified(100);
Otu0224	63	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0225	63	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Rhizobiales_unclassified(100);Rhizobiales_unclassified(100);
Otu0226	62	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(59);Rhizobiales_unclassified(59);Rhizobiales_unclassified(59);
Otu0227	61	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Rhodanobacteraceae(74);Rhodanobacter(71);
Otu0228	61	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);Xanthomonas(84);
Otu0229	61	Bacteria(100);Acidobacteriota(100);Acidobacteriae(100);Solibacterales(100);Solibacteraceae(100);Candidatus_Solibacter(100);
Otu0230	61	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(97);Xanthomonadaceae_unclassified(97);
Otu0231	60	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Burkholderiales(100);Methylophilaceae(100);uncultured(70);
Otu0232	60	Bacteria(100);Acidobacteriota(100);Acidobacteriae(100);Acidobacteriales(100);Acidobacteriaceae_(Subgroup_1)(100);Acidipila(100);
Otu0233	60	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(65);Pseudomonadaceae(65);Pseudomonas(65);
Otu0234	60	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Beijerinckiaceae(97);Beijerinckiaceae_unclassified(97);
Otu0235	60	Bacteria(100);Firmicutes(99);Bacilli(99);Bacilli_unclassified(87);Bacilli_unclassified(87);Bacilli_unclassified(87);
Otu0236	59	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Caulobacterales(99);Caulobacteraceae(99);Caulobacteraceae_unclassified(94);
Otu0237	57	Bacteria(100);Bacteroidota(100);Bacteroidia(100);Flavobacteriales(100);Weeksellaceae(100);Weeksellaceae_unclassified(100);
Otu0238	57	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(99);Lactobacillus(99);
Otu0239	57	Bacteria(100);Actinobacteriota(100);Actinobacteria(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);
Otu0240	57	Bacteria(100);Firmicutes(100);Clostridia(100);Oscillospirales(99);Oscillospirales_unclassified(62);Oscillospirales_unclassified(62);
Otu0241	56	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(97);Gammaproteobacteria_unclassified(97);Gammaproteobacteria_unclassified(97);
Otu0242	54	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Caulobacterales(100);Caulobacteraceae(100);uncultured(91);
Otu0243	54	Bacteria(100);Proteobacteria(62);Alphaproteobacteria(52);Alphaproteobacteria_unclassified(52);Alphaproteobacteria_unclassified(52);Alphaproteobacteria_unclassified(52);
Otu0244	54	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingomonadaceae_unclassified(99);
Otu0245	54	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(76);Pseudomonadaceae(76);Pseudomonas(76);
Otu0246	53	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(95);Pseudomonadaceae(95);Pseudomonas(95);
Otu0247	53	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0248	53	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0249	52	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Carnobacteriaceae(100);Carnobacterium(100);
Otu0250	51	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(99);Alphaproteobacteria_unclassified(99);Alphaproteobacteria_unclassified(99);
Otu0251	51	Bacteria(100);Bacteroidota(100);Bacteroidia(100);Chitinophagales(100);Chitinophagaceae(100);Chitinophagaceae_unclassified(100);
Otu0252	51	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);WD260(100);WD260_fa(100);WD260_ge(100);
Otu0253	51	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Burkholderiales(100);Burkholderiales_unclassified(97);Burkholderiales_unclassified(97);
Otu0254	50	Bacteria(100);Actinobacteriota(100);Actinobacteria(100);Frankiales(98);Acidothermaceae(98);Acidothermus(98);
Otu0255	50	Bacteria(100);Actinobacteriota(100);Actinobacteria(100);Micromonosporales(96);Micromonosporaceae(96);Actinoplanes(68);
Otu0256	50	Bacteria(100);Verrucomicrobiota(100);Chlamydiae(100);Chlamydiales(100);Parachlamydiaceae(100);Candidatus_Protochlamydia(100);
Otu0257	49	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Gammaproteobacteria_Incertae_Sedis(98);Unknown_Family(98);Acidibacter(98);
Otu0258	49	Bacteria(100);Actinobacteriota(100);Actinobacteria(100);Propionibacteriales(100);Propionibacteriaceae(100);Cutibacterium(100);
Otu0259	49	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Caulobacterales(100);Caulobacteraceae(100);Caulobacteraceae_unclassified(98);
Otu0260	49	Bacteria(100);Bacteroidota(100);Bacteroidia(100);Cytophagales(100);Cytophagales_unclassified(100);Cytophagales_unclassified(100);
Otu0261	49	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);Comamonadaceae_unclassified(98);
Otu0262	49	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Burkholderiales(100);Oxalobacteraceae(98);Herbaspirillum(82);
Otu0263	48	Bacteria(100);Proteobacteria(96);Alphaproteobacteria(94);Alphaproteobacteria_unclassified(94);Alphaproteobacteria_unclassified(94);Alphaproteobacteria_unclassified(94);
Otu0264	48	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Rhodobacter(96);
Otu0265	48	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Burkholderiales(100);Oxalobacteraceae(98);Herbaspirillum(53);
Otu0266	48	Bacteria(100);Firmicutes(96);Firmicutes_unclassified(92);Firmicutes_unclassified(92);Firmicutes_unclassified(92);Firmicutes_unclassified(92);
Otu0267	47	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0268	47	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Gammaproteobacteria_Incertae_Sedis(96);Unknown_Family(96);Acidibacter(96);
Otu0269	47	Bacteria(100);Actinobacteriota(100);Actinobacteria(100);Corynebacteriales(94);Corynebacteriales_unclassified(94);Corynebacteriales_unclassified(94);
Otu0270	46	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0271	46	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Caulobacterales(100);Caulobacteraceae(100);Caulobacteraceae_unclassified(53);
Otu0272	46	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Psychrobacter(100);
Otu0273	45	Bacteria(100);Actinobacteriota(100);Actinobacteria(100);Kineosporiales(52);Kineosporiaceae(52);Kineosporia(52);
Otu0274	45	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Novosphingobium(100);
Otu0275	45	Bacteria(100);Bacteroidota(100);Bacteroidia(100);Sphingobacteriales(98);Sphingobacteriaceae(98);Sphingobacteriaceae_unclassified(98);
Otu0276	45	Bacteria(100);Actinobacteriota(100);Actinobacteria(100);Micrococcales(98);Micrococcales_unclassified(80);Micrococcales_unclassified(80);
Otu0277	45	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Beijerinckiaceae(100);Bosea(98);
Otu0278	44	Bacteria(100);Acidobacteriota(100);Acidobacteriae(100);Acidobacteriales(100);Acidobacteriaceae_(Subgroup_1)(100);Granulicella(87);
Otu0279	44	Bacteria(100);Acidobacteriota(100);Acidobacteriae(100);Acidobacteriales(100);Acidobacteriaceae_(Subgroup_1)(100);Acidobacteriaceae_(Subgroup_1)_unclassified(100);
Otu0280	44	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0281	44	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Novosphingobium(85);
Otu0282	43	Bacteria(100);Firmicutes(100);Bacilli(100);Staphylococcales(96);Staphylococcaceae(96);Staphylococcus(96);
Otu0283	42	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Acetobacterales(100);Acetobacteraceae(100);Acetobacteraceae_unclassified(100);
Otu0284	42	Bacteria(100);Actinobacteriota(100);Actinobacteria(100);Micrococcales(98);Microbacteriaceae(96);Microbacteriaceae_unclassified(96);
Otu0285	42	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Gammaproteobacteria_unclassified(81);Gammaproteobacteria_unclassified(81);Gammaproteobacteria_unclassified(81);
Otu0286	42	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Planococcaceae(72);Planococcaceae_unclassified(72);
Otu0287	42	Bacteria(100);Myxococcota(96);Myxococcia(72);Myxococcales(72);Myxococcaceae(72);P3OB-42(70);
Otu0288	41	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(98);Rhodanobacteraceae(71);Rhodanobacter(71);
Otu0289	41	Bacteria(100);Proteobacteria(98);Alphaproteobacteria(98);Alphaproteobacteria_unclassified(93);Alphaproteobacteria_unclassified(93);Alphaproteobacteria_unclassified(93);
Otu0290	41	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingomonas(61);
Otu0291	41	Bacteria(100);Bacteroidota(100);Bacteroidia(100);Cytophagales(100);Spirosomaceae(100);Dyadobacter(100);
Otu0292	41	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);Alphaproteobacteria_unclassified(100);
Otu0293	40	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Acetobacterales(100);Acetobacteraceae(100);Acetobacteraceae_unclassified(100);
Otu0294	40	Bacteria(100);Bacteroidota(100);Bacteroidia(100);Bacteroidales(100);Muribaculaceae(100);Muribaculaceae_ge(100);
Otu0295	40	Bacteria(100);Bacteroidota(100);Bacteroidia(100);Flavobacteriales(100);Weeksellaceae(100);Chryseobacterium(100);
Otu0296	40	Bacteria(100);Bacteroidota(100);Bacteroidia(100);Bacteroidales(100);Muribaculaceae(100);Muribaculaceae_ge(100);
Otu0297	40	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rickettsiales(100);Rickettsiaceae(100);Rickettsia(100);
Otu0298	40	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);Xanthomonas(95);
Otu0299	40	Bacteria(100);Bacteroidota(100);Bacteroidia(100);Chitinophagales(100);Chitinophagaceae(100);Chitinophagaceae_unclassified(73);
Otu0300	39	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu0301	39	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);Xanthomonadaceae_unclassified(72);
Otu0302	39	Bacteria(100);Actinobacteriota(100);Actinobacteria(100);Corynebacteriales(100);Mycobacteriaceae(100);Mycobacterium(100);
Otu0303	38	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Acetobacterales(100);Acetobacteraceae(100);Acetobacteraceae_unclassified(95);
Otu0304	38	Bacteria(100);Bacteroidota(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_unclassified(93);Bacteroidales_unclassified(93);
Otu0305	38	Bacteria(100);Actinobacteriota(100);Actinobacteria(100);Propionibacteriales(53);Propionibacteriales_unclassified(53);Propionibacteriales_unclassified(53);
Otu0306	38	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(87);Rhizobiales_unclassified(87);Rhizobiales_unclassified(87);
Otu0307	37	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(95);Alphaproteobacteria_unclassified(95);Alphaproteobacteria_unclassified(95);Alphaproteobacteria_unclassified(95);
Otu0308	37	Bacteria(100);Actinobacteriota(100);Actinobacteria(100);Actinobacteria_unclassified(84);Actinobacteria_unclassified(84);Actinobacteria_unclassified(84);
Otu0309	37	Bacteria(100);Acidobacteriota(100);Acidobacteriae(100);Acidobacteriales(100);Acidobacteriaceae_(Subgroup_1)(100);Granulicella(100);
Otu0310	37	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Beijerinckiaceae(100);Methylobacterium-Methylorubrum(100);
